user_id,movie_id,movie_title,genre,language,release_year,duration_min,director,user_review,rating,sentiment,watch_time_min,recommend
484,116,Forrest Gump,Drama,English,1996,164,Steven Spielberg,"Outstanding movie, highly recommended",5,Positive,62,1
485,169,Interstellar,Thriller,Spanish,1999,169,Martin Scorsese,"Waste of time, disappointing movie",2,Negative,149,0
486,181,Forrest Gump,Romance,Korean,2010,149,James Cameron,"Fantastic experience, would watch again",5,Positive,164,1
487,152,Interstellar,Drama,Korean,1995,80,Martin Scorsese,Did not enjoy the movie at all,2,Negative,123,0
488,160,Forrest Gump,Action,Spanish,2019,141,Steven Spielberg,Poor acting and weak storyline,2,Negative,103,0
489,100,Forrest Gump,Romance,Hindi,2008,151,Quentin Tarantino,"Fantastic experience, would watch again",5,Positive,89,1
490,128,Interstellar,Action,Spanish,2015,110,Martin Scorsese,Loved the acting and direction,5,Positive,126,1
491,124,Titanic,Drama,Hindi,2004,94,Quentin Tarantino,Good movie for one time watch,3,Neutral,135,1
492,141,Inception,Drama,English,2012,82,James Cameron,Good movie for one time watch,4,Neutral,78,1
493,191,Parasite,Comedy,English,2002,91,James Cameron,"Waste of time, disappointing movie",2,Negative,62,0
494,139,Parasite,Romance,Spanish,2017,84,Steven Spielberg,Loved the acting and direction,5,Positive,137,1
495,199,Avengers,Action,French,2010,103,James Cameron,Loved the acting and direction,4,Positive,98,1
496,115,Joker,Sci-Fi,Spanish,2002,174,Christopher Nolan,"Waste of time, disappointing movie",2,Negative,33,0
497,149,Interstellar,Romance,Hindi,2015,173,Christopher Nolan,Amazing movie with great visuals and storyline,4,Positive,151,1
498,125,The Dark Knight,Action,Hindi,1998,110,Quentin Tarantino,"Movie was okay, nothing special",3,Neutral,106,1
499,115,Avengers,Drama,English,1996,154,Quentin Tarantino,Loved the acting and direction,5,Positive,179,1
500,120,Parasite,Action,French,2005,177,Christopher Nolan,Average storyline but decent acting,3,Neutral,93,0
501,162,Joker,Romance,French,2020,162,Steven Spielberg,Loved the acting and direction,4,Positive,62,1
502,188,Avengers,Romance,Hindi,2003,85,Quentin Tarantino,Did not enjoy the movie at all,1,Negative,35,0
503,172,Avatar,Thriller,Korean,2005,173,Quentin Tarantino,Good movie for one time watch,4,Neutral,78,1
504,119,Parasite,Romance,Korean,2012,126,Quentin Tarantino,Loved the acting and direction,4,Positive,165,1
505,179,The Dark Knight,Thriller,Hindi,2005,172,Christopher Nolan,"Fantastic experience, would watch again",4,Positive,34,1
506,119,Gladiator,Romance,Korean,2008,162,Steven Spielberg,Not bad but could be better,2,Neutral,171,1
507,122,Inception,Drama,English,2010,104,Christopher Nolan,Amazing movie with great visuals and storyline,4,Positive,63,1
508,179,Gladiator,Romance,English,2006,108,Martin Scorsese,"Fantastic experience, would watch again",5,Positive,164,1
509,159,Inception,Romance,French,2018,133,Steven Spielberg,"Movie was okay, nothing special",2,Neutral,50,1
510,105,Titanic,Romance,English,2001,146,Christopher Nolan,"Movie was okay, nothing special",4,Neutral,165,1
511,124,Forrest Gump,Comedy,Hindi,2013,160,James Cameron,Loved the acting and direction,5,Positive,78,1
512,145,Parasite,Comedy,Spanish,2023,93,James Cameron,Not bad but could be better,4,Neutral,177,0
513,168,Gladiator,Sci-Fi,Korean,2023,120,Martin Scorsese,Not bad but could be better,4,Neutral,70,1
514,197,Avengers,Comedy,Korean,2014,110,Martin Scorsese,"Waste of time, disappointing movie",2,Negative,135,0
515,157,Parasite,Sci-Fi,English,2018,84,Steven Spielberg,Not bad but could be better,4,Neutral,122,1
516,128,Joker,Romance,English,2019,168,Steven Spielberg,Average storyline but decent acting,3,Neutral,106,0
517,158,The Dark Knight,Drama,Hindi,2003,126,Martin Scorsese,Poor acting and weak storyline,1,Negative,39,0
518,173,Avengers,Thriller,Hindi,2018,89,Steven Spielberg,"Outstanding movie, highly recommended",5,Positive,53,1
519,104,Gladiator,Sci-Fi,English,2019,87,Steven Spielberg,Average storyline but decent acting,3,Neutral,106,0
520,198,Joker,Comedy,French,2024,81,Quentin Tarantino,"Fantastic experience, would watch again",5,Positive,60,1
521,172,Avatar,Romance,French,2017,108,James Cameron,Amazing movie with great visuals and storyline,5,Positive,168,1
522,164,Titanic,Drama,Spanish,2004,180,Quentin Tarantino,"Fantastic experience, would watch again",5,Positive,177,1
523,173,Inception,Thriller,Spanish,2003,90,Quentin Tarantino,"Outstanding movie, highly recommended",4,Positive,151,1
524,125,Parasite,Sci-Fi,French,2001,151,Martin Scorsese,Average storyline but decent acting,2,Neutral,173,1
525,134,Avengers,Romance,French,1997,94,Quentin Tarantino,Poor acting and weak storyline,1,Negative,48,0
526,144,Gladiator,Comedy,English,2019,119,James Cameron,"Outstanding movie, highly recommended",4,Positive,112,1
527,105,Joker,Drama,Korean,1999,176,Christopher Nolan,Did not enjoy the movie at all,1,Negative,142,0
528,136,Inception,Romance,English,2004,137,Quentin Tarantino,Amazing movie with great visuals and storyline,4,Positive,67,1
529,169,Forrest Gump,Romance,French,2010,159,James Cameron,Loved the acting and direction,4,Positive,82,1
530,121,Inception,Romance,Hindi,2020,169,Martin Scorsese,"Movie was okay, nothing special",3,Neutral,95,0
531,149,Interstellar,Comedy,Korean,2022,93,Christopher Nolan,"Fantastic experience, would watch again",4,Positive,47,1
532,165,Titanic,Romance,Spanish,2022,156,Martin Scorsese,"Fantastic experience, would watch again",4,Positive,127,1
533,191,Inception,Action,Hindi,2024,147,Steven Spielberg,Loved the acting and direction,5,Positive,173,1
534,144,The Dark Knight,Romance,Korean,2002,144,Steven Spielberg,"Fantastic experience, would watch again",4,Positive,34,1
535,171,Interstellar,Drama,Hindi,2005,130,James Cameron,"Waste of time, disappointing movie",2,Negative,37,0
536,130,Gladiator,Drama,Spanish,2004,157,Steven Spielberg,"Fantastic experience, would watch again",4,Positive,136,1
537,174,Forrest Gump,Comedy,Hindi,2022,97,Steven Spielberg,Loved the acting and direction,4,Positive,65,1
538,120,The Dark Knight,Action,French,2012,172,Christopher Nolan,Average storyline but decent acting,3,Neutral,174,0
539,152,Avengers,Romance,Spanish,2018,161,Steven Spielberg,Loved the acting and direction,4,Positive,111,1
540,123,Inception,Thriller,French,2003,157,Martin Scorsese,Loved the acting and direction,4,Positive,63,1
541,110,Parasite,Drama,French,2022,157,Quentin Tarantino,Average storyline but decent acting,2,Neutral,121,0
542,160,Avatar,Drama,Hindi,2002,84,Quentin Tarantino,Good movie for one time watch,2,Neutral,155,1
543,195,Joker,Drama,English,2000,136,Martin Scorsese,"Movie was okay, nothing special",3,Neutral,86,1
544,154,Avengers,Action,French,2018,128,Steven Spielberg,"Outstanding movie, highly recommended",5,Positive,93,1
545,158,Inception,Drama,French,2012,130,Christopher Nolan,Amazing movie with great visuals and storyline,4,Positive,145,1
546,150,Interstellar,Romance,Spanish,2000,134,Steven Spielberg,"Movie was okay, nothing special",2,Neutral,142,1
547,182,Parasite,Action,French,1998,103,Martin Scorsese,"Movie was okay, nothing special",4,Neutral,148,0
548,141,Parasite,Action,Hindi,2009,155,James Cameron,Poor acting and weak storyline,2,Negative,135,0
549,188,Avatar,Comedy,English,1997,94,Quentin Tarantino,Very boring and predictable plot,2,Negative,112,0
550,178,Avatar,Sci-Fi,French,2007,85,James Cameron,"Movie was okay, nothing special",4,Neutral,160,1
551,122,Inception,Sci-Fi,Korean,2004,173,Quentin Tarantino,Poor acting and weak storyline,1,Negative,67,0
552,125,Inception,Thriller,Korean,1995,138,Quentin Tarantino,Loved the acting and direction,4,Positive,63,1
553,127,Gladiator,Comedy,Spanish,2009,132,Quentin Tarantino,Very boring and predictable plot,2,Negative,90,0
554,135,Gladiator,Comedy,French,2021,106,Christopher Nolan,Amazing movie with great visuals and storyline,4,Positive,170,1
555,118,Inception,Comedy,French,2021,157,Steven Spielberg,Amazing movie with great visuals and storyline,5,Positive,39,1
556,153,Avatar,Drama,Korean,2014,164,Martin Scorsese,Amazing movie with great visuals and storyline,4,Positive,57,1
557,111,Interstellar,Romance,Korean,2023,128,Christopher Nolan,Average storyline but decent acting,3,Neutral,39,1
558,115,Interstellar,Romance,French,2008,147,James Cameron,"Movie was okay, nothing special",3,Neutral,64,1
559,192,Gladiator,Comedy,Korean,2008,157,Steven Spielberg,"Movie was okay, nothing special",2,Neutral,153,0
560,163,Forrest Gump,Comedy,Spanish,2010,103,Martin Scorsese,"Outstanding movie, highly recommended",4,Positive,174,1
561,115,Inception,Sci-Fi,English,2018,106,Martin Scorsese,"Outstanding movie, highly recommended",4,Positive,30,1
562,144,Forrest Gump,Comedy,Hindi,1995,161,James Cameron,Did not enjoy the movie at all,1,Negative,115,0
563,164,Forrest Gump,Romance,English,1998,167,Steven Spielberg,Good movie for one time watch,2,Neutral,106,1
564,142,The Dark Knight,Comedy,Spanish,2024,140,Christopher Nolan,Amazing movie with great visuals and storyline,4,Positive,79,1
565,142,Parasite,Sci-Fi,English,2021,146,Steven Spielberg,Not bad but could be better,2,Neutral,167,1
566,173,The Dark Knight,Romance,English,1999,115,Christopher Nolan,Good movie for one time watch,4,Neutral,83,0
567,177,Avengers,Drama,French,1998,180,Steven Spielberg,"Fantastic experience, would watch again",4,Positive,176,1
568,152,Titanic,Sci-Fi,Hindi,2006,137,Steven Spielberg,Good movie for one time watch,4,Neutral,99,0
569,147,Inception,Drama,English,2009,144,Christopher Nolan,"Outstanding movie, highly recommended",4,Positive,58,1
570,193,Forrest Gump,Romance,Korean,1999,178,Christopher Nolan,Average storyline but decent acting,2,Neutral,153,1
571,158,Avengers,Comedy,French,1998,80,Steven Spielberg,Poor acting and weak storyline,1,Negative,39,0
572,105,Titanic,Thriller,Korean,1995,153,Steven Spielberg,Very boring and predictable plot,2,Negative,149,0
573,136,Interstellar,Thriller,Korean,2019,136,Christopher Nolan,Average storyline but decent acting,3,Neutral,79,0
574,101,Gladiator,Thriller,French,1998,106,Martin Scorsese,Loved the acting and direction,5,Positive,59,1
575,190,Interstellar,Thriller,Hindi,2000,89,Steven Spielberg,"Outstanding movie, highly recommended",5,Positive,66,1
576,116,Inception,Sci-Fi,English,1998,129,Christopher Nolan,Good movie for one time watch,4,Neutral,42,1
577,178,The Dark Knight,Romance,Korean,2021,105,Martin Scorsese,"Fantastic experience, would watch again",4,Positive,144,1
578,189,Parasite,Action,Spanish,2004,167,Quentin Tarantino,"Fantastic experience, would watch again",4,Positive,53,1
579,146,Avengers,Drama,Korean,2020,121,Quentin Tarantino,Loved the acting and direction,4,Positive,96,1
580,144,Parasite,Sci-Fi,Hindi,2004,178,Steven Spielberg,Amazing movie with great visuals and storyline,5,Positive,58,1
581,191,Titanic,Romance,French,2015,89,Steven Spielberg,Average storyline but decent acting,4,Neutral,133,0
582,179,Joker,Thriller,Hindi,2010,129,Christopher Nolan,Not bad but could be better,4,Neutral,91,1
583,200,The Dark Knight,Thriller,Hindi,2000,164,Christopher Nolan,"Fantastic experience, would watch again",5,Positive,175,1
584,171,Titanic,Sci-Fi,Hindi,2004,131,Christopher Nolan,Not bad but could be better,2,Neutral,113,1
585,111,Joker,Drama,French,2023,176,Christopher Nolan,Not bad but could be better,3,Neutral,45,1
586,178,Gladiator,Sci-Fi,Hindi,2001,167,Steven Spielberg,Average storyline but decent acting,3,Neutral,129,1
587,111,Gladiator,Action,French,2011,131,James Cameron,"Outstanding movie, highly recommended",5,Positive,118,1
588,106,Inception,Comedy,French,2021,125,Christopher Nolan,Very boring and predictable plot,2,Negative,170,0
589,189,Gladiator,Sci-Fi,Korean,2017,128,Quentin Tarantino,Very boring and predictable plot,1,Negative,140,0
590,117,Joker,Thriller,Spanish,2021,126,Quentin Tarantino,Loved the acting and direction,4,Positive,151,1
591,109,Inception,Drama,Spanish,2016,135,James Cameron,Loved the acting and direction,4,Positive,32,1
592,179,Avatar,Sci-Fi,French,2008,150,Quentin Tarantino,"Fantastic experience, would watch again",5,Positive,138,1
593,177,Inception,Thriller,Spanish,2022,173,James Cameron,Loved the acting and direction,4,Positive,138,1
594,104,Gladiator,Sci-Fi,Korean,1998,154,Quentin Tarantino,Good movie for one time watch,3,Neutral,38,1
595,196,Interstellar,Sci-Fi,French,1997,146,Martin Scorsese,Very boring and predictable plot,1,Negative,164,0
596,174,Interstellar,Thriller,English,2023,123,Martin Scorsese,"Fantastic experience, would watch again",4,Positive,168,1
597,193,The Dark Knight,Sci-Fi,Korean,2020,117,Steven Spielberg,Not bad but could be better,3,Neutral,176,1
598,180,Parasite,Thriller,Hindi,2013,86,Steven Spielberg,"Outstanding movie, highly recommended",5,Positive,45,1
599,110,Avatar,Thriller,English,2022,180,Steven Spielberg,Very boring and predictable plot,2,Negative,154,0
600,101,Titanic,Thriller,Hindi,2024,155,James Cameron,"Outstanding movie, highly recommended",5,Positive,95,1
601,162,Avatar,Thriller,English,2005,90,James Cameron,Good movie for one time watch,2,Neutral,90,1
602,130,Parasite,Comedy,Hindi,2001,153,Steven Spielberg,Average storyline but decent acting,3,Neutral,128,1
603,121,Parasite,Sci-Fi,Spanish,2004,140,Martin Scorsese,"Outstanding movie, highly recommended",4,Positive,43,1
604,118,Forrest Gump,Sci-Fi,English,2004,137,Quentin Tarantino,"Fantastic experience, would watch again",5,Positive,97,1
605,178,Interstellar,Romance,Korean,2003,92,Steven Spielberg,"Movie was okay, nothing special",2,Neutral,140,1
606,198,Joker,Thriller,Korean,2016,168,James Cameron,Not bad but could be better,3,Neutral,180,0
607,101,Avengers,Action,French,1998,167,Quentin Tarantino,Amazing movie with great visuals and storyline,4,Positive,47,1
608,104,Inception,Thriller,English,1996,156,James Cameron,"Outstanding movie, highly recommended",5,Positive,79,1
609,177,Avatar,Sci-Fi,French,2020,103,Christopher Nolan,Very boring and predictable plot,1,Negative,52,0
610,181,Parasite,Romance,Spanish,2017,165,Steven Spielberg,Good movie for one time watch,3,Neutral,49,1
611,148,Avengers,Romance,English,2003,113,James Cameron,Amazing movie with great visuals and storyline,5,Positive,45,1
612,122,Parasite,Action,Hindi,2012,178,Quentin Tarantino,"Fantastic experience, would watch again",4,Positive,130,1
613,113,Inception,Action,English,2013,173,Steven Spielberg,Amazing movie with great visuals and storyline,5,Positive,96,1
614,104,Avengers,Romance,Hindi,2017,122,Quentin Tarantino,"Movie was okay, nothing special",3,Neutral,30,0
615,193,Titanic,Thriller,Hindi,1995,129,Quentin Tarantino,Not bad but could be better,3,Neutral,133,1
616,151,Inception,Comedy,English,2006,148,Steven Spielberg,"Outstanding movie, highly recommended",5,Positive,107,1
617,122,Forrest Gump,Action,Spanish,2016,104,Steven Spielberg,"Fantastic experience, would watch again",5,Positive,81,1
618,110,Parasite,Comedy,Hindi,1999,84,James Cameron,"Movie was okay, nothing special",4,Neutral,154,1
619,108,Forrest Gump,Comedy,Korean,2010,148,Quentin Tarantino,Loved the acting and direction,5,Positive,129,1
620,107,The Dark Knight,Comedy,English,2007,95,James Cameron,Very boring and predictable plot,1,Negative,116,0
621,129,Titanic,Action,Hindi,2010,163,Christopher Nolan,Did not enjoy the movie at all,1,Negative,178,0
622,101,Avatar,Comedy,English,2023,119,Christopher Nolan,Amazing movie with great visuals and storyline,4,Positive,63,1
623,114,Parasite,Thriller,French,2002,88,James Cameron,Loved the acting and direction,4,Positive,57,1
624,187,Gladiator,Thriller,Hindi,2005,107,Christopher Nolan,"Fantastic experience, would watch again",5,Positive,60,1
625,118,Avengers,Drama,Korean,2012,101,Quentin Tarantino,Good movie for one time watch,2,Neutral,100,0
626,180,Gladiator,Sci-Fi,Hindi,1995,142,Christopher Nolan,Amazing movie with great visuals and storyline,4,Positive,55,1
627,153,Parasite,Comedy,Hindi,2001,98,Steven Spielberg,Loved the acting and direction,4,Positive,102,1
628,176,Avatar,Comedy,Spanish,2014,91,Steven Spielberg,Not bad but could be better,2,Neutral,39,0
629,115,Forrest Gump,Action,French,2006,177,Martin Scorsese,Amazing movie with great visuals and storyline,4,Positive,79,1
630,106,Joker,Action,Hindi,2016,140,Quentin Tarantino,Not bad but could be better,4,Neutral,100,0
631,136,Joker,Sci-Fi,Korean,2005,158,Quentin Tarantino,Amazing movie with great visuals and storyline,4,Positive,123,1
632,200,Inception,Sci-Fi,French,1998,89,James Cameron,Amazing movie with great visuals and storyline,4,Positive,70,1
633,129,Titanic,Romance,Hindi,1998,110,Quentin Tarantino,Good movie for one time watch,3,Neutral,113,0
634,160,Gladiator,Sci-Fi,English,2023,135,James Cameron,Did not enjoy the movie at all,1,Negative,48,0
635,147,Avatar,Sci-Fi,Hindi,2015,125,Steven Spielberg,"Fantastic experience, would watch again",4,Positive,129,1
636,107,Interstellar,Drama,English,2022,139,Quentin Tarantino,Loved the acting and direction,4,Positive,175,1
637,177,Avatar,Comedy,French,2023,101,Martin Scorsese,"Outstanding movie, highly recommended",4,Positive,105,1
638,166,Parasite,Drama,French,2010,139,Steven Spielberg,Poor acting and weak storyline,1,Negative,135,0
639,141,Avengers,Thriller,Hindi,2023,155,James Cameron,"Fantastic experience, would watch again",4,Positive,93,1
640,105,Parasite,Comedy,French,1996,134,Martin Scorsese,Very boring and predictable plot,2,Negative,41,0
641,130,Titanic,Thriller,English,2017,173,Quentin Tarantino,Amazing movie with great visuals and storyline,5,Positive,156,1
642,130,Titanic,Action,Spanish,2016,119,James Cameron,Poor acting and weak storyline,2,Negative,105,0
643,190,Avengers,Drama,Korean,2015,139,Christopher Nolan,"Movie was okay, nothing special",3,Neutral,65,1
644,167,Inception,Romance,Spanish,2019,114,Martin Scorsese,Very boring and predictable plot,2,Negative,115,0
645,194,Inception,Thriller,Korean,2023,86,Christopher Nolan,Average storyline but decent acting,4,Neutral,115,0
646,146,Avatar,Comedy,French,2017,88,Martin Scorsese,"Fantastic experience, would watch again",4,Positive,123,1
647,169,Titanic,Comedy,Spanish,2018,176,Martin Scorsese,Average storyline but decent acting,2,Neutral,91,1
648,145,Interstellar,Thriller,Spanish,2003,86,Christopher Nolan,Poor acting and weak storyline,1,Negative,112,0
649,167,Titanic,Sci-Fi,French,2016,148,Steven Spielberg,"Fantastic experience, would watch again",5,Positive,158,1
650,158,Titanic,Action,Spanish,2023,102,Steven Spielberg,"Outstanding movie, highly recommended",4,Positive,78,1
651,135,Titanic,Comedy,Hindi,2010,99,James Cameron,Very boring and predictable plot,1,Negative,72,0
652,116,Parasite,Romance,Spanish,2009,174,Christopher Nolan,"Movie was okay, nothing special",3,Neutral,168,1
653,166,The Dark Knight,Sci-Fi,French,2005,163,Steven Spielberg,Amazing movie with great visuals and storyline,4,Positive,89,1
654,172,Avatar,Romance,Hindi,2020,113,James Cameron,"Fantastic experience, would watch again",5,Positive,107,1
655,145,Interstellar,Sci-Fi,Hindi,2014,100,Martin Scorsese,"Outstanding movie, highly recommended",4,Positive,67,1
656,130,Titanic,Action,Korean,2013,96,Quentin Tarantino,Loved the acting and direction,4,Positive,71,1
657,190,Inception,Comedy,Korean,2006,98,Steven Spielberg,Loved the acting and direction,4,Positive,173,1
658,103,Avengers,Sci-Fi,Hindi,2009,120,James Cameron,Loved the acting and direction,5,Positive,61,1
659,137,Gladiator,Comedy,Hindi,2020,152,Quentin Tarantino,"Outstanding movie, highly recommended",5,Positive,151,1
660,117,Forrest Gump,Action,Korean,1995,131,Martin Scorsese,Amazing movie with great visuals and storyline,5,Positive,40,1
661,141,Inception,Thriller,Hindi,2013,147,James Cameron,Did not enjoy the movie at all,2,Negative,53,0
662,168,Parasite,Comedy,English,2011,130,James Cameron,Good movie for one time watch,2,Neutral,51,0
663,118,Avengers,Romance,Spanish,2006,81,Steven Spielberg,Amazing movie with great visuals and storyline,5,Positive,131,1
664,111,Joker,Comedy,Spanish,2018,133,Quentin Tarantino,"Outstanding movie, highly recommended",5,Positive,173,1
665,175,Gladiator,Action,Hindi,2001,118,Quentin Tarantino,"Fantastic experience, would watch again",5,Positive,65,1
666,111,Inception,Sci-Fi,Korean,2008,102,Martin Scorsese,"Waste of time, disappointing movie",1,Negative,126,0
667,148,Interstellar,Thriller,Spanish,1996,118,Martin Scorsese,Loved the acting and direction,4,Positive,77,1
668,100,Avatar,Romance,Korean,2015,161,Quentin Tarantino,"Fantastic experience, would watch again",4,Positive,36,1
669,162,Joker,Action,English,2019,115,Quentin Tarantino,"Outstanding movie, highly recommended",5,Positive,75,1
670,161,Gladiator,Sci-Fi,Korean,2015,167,Quentin Tarantino,Very boring and predictable plot,2,Negative,178,0
671,193,Gladiator,Action,Korean,2000,154,Christopher Nolan,Very boring and predictable plot,2,Negative,161,0
672,120,Inception,Romance,Korean,2008,161,Steven Spielberg,"Fantastic experience, would watch again",4,Positive,121,1
673,124,Avatar,Action,French,2019,101,Martin Scorsese,"Outstanding movie, highly recommended",4,Positive,161,1
674,187,The Dark Knight,Action,French,2013,125,James Cameron,"Outstanding movie, highly recommended",5,Positive,99,1
675,152,The Dark Knight,Drama,English,2001,99,Martin Scorsese,"Outstanding movie, highly recommended",5,Positive,154,1
676,158,Titanic,Action,Hindi,2024,82,Quentin Tarantino,Loved the acting and direction,4,Positive,136,1
677,176,Forrest Gump,Romance,Hindi,2017,118,Christopher Nolan,"Outstanding movie, highly recommended",4,Positive,143,1
678,188,Joker,Romance,Hindi,2001,96,Christopher Nolan,"Movie was okay, nothing special",2,Neutral,66,0
679,199,Parasite,Sci-Fi,English,2001,93,Christopher Nolan,Amazing movie with great visuals and storyline,4,Positive,34,1
680,105,Titanic,Romance,English,2019,92,Christopher Nolan,"Movie was okay, nothing special",3,Neutral,94,0
681,185,The Dark Knight,Action,English,1999,175,Steven Spielberg,Poor acting and weak storyline,1,Negative,77,0
682,164,Gladiator,Drama,French,2013,88,Christopher Nolan,"Waste of time, disappointing movie",2,Negative,71,0
683,136,Avatar,Thriller,English,2018,92,James Cameron,Very boring and predictable plot,1,Negative,79,0
684,123,Parasite,Comedy,English,2000,125,Quentin Tarantino,Did not enjoy the movie at all,2,Negative,180,0
685,197,The Dark Knight,Action,Spanish,1998,146,James Cameron,Loved the acting and direction,5,Positive,58,1
686,192,Inception,Action,Korean,2010,94,Quentin Tarantino,"Outstanding movie, highly recommended",5,Positive,172,1
687,170,Avengers,Romance,Spanish,2001,88,Quentin Tarantino,"Outstanding movie, highly recommended",5,Positive,87,1
688,186,Parasite,Comedy,English,2007,136,Martin Scorsese,"Waste of time, disappointing movie",1,Negative,33,0
689,151,Gladiator,Action,Hindi,1997,126,James Cameron,"Movie was okay, nothing special",2,Neutral,131,0
690,154,Parasite,Romance,French,2013,114,Quentin Tarantino,"Fantastic experience, would watch again",4,Positive,89,1
691,135,Avatar,Sci-Fi,English,1998,112,Quentin Tarantino,"Fantastic experience, would watch again",5,Positive,160,1
692,194,Inception,Action,Spanish,2016,83,James Cameron,Loved the acting and direction,4,Positive,55,1
693,179,Gladiator,Action,English,2016,176,Martin Scorsese,"Outstanding movie, highly recommended",4,Positive,107,1
694,162,Forrest Gump,Romance,French,2005,149,Martin Scorsese,Not bad but could be better,2,Neutral,157,1
695,149,Parasite,Romance,Spanish,2009,138,Christopher Nolan,Amazing movie with great visuals and storyline,5,Positive,60,1
696,155,Avatar,Romance,Spanish,2010,177,Christopher Nolan,"Outstanding movie, highly recommended",4,Positive,155,1
697,171,Avatar,Thriller,English,2007,113,Quentin Tarantino,Not bad but could be better,4,Neutral,151,1
698,141,Inception,Action,French,1996,96,Steven Spielberg,Not bad but could be better,4,Neutral,102,1
699,112,Avengers,Romance,Korean,2008,124,Christopher Nolan,Amazing movie with great visuals and storyline,5,Positive,127,1
700,188,Titanic,Romance,English,2005,101,Christopher Nolan,Average storyline but decent acting,2,Neutral,51,1
701,165,Avengers,Romance,English,2017,140,Martin Scorsese,"Movie was okay, nothing special",3,Neutral,175,1
702,149,The Dark Knight,Thriller,English,2020,142,Christopher Nolan,"Outstanding movie, highly recommended",5,Positive,176,1
703,197,The Dark Knight,Drama,French,2004,126,Quentin Tarantino,Average storyline but decent acting,3,Neutral,158,1
704,133,Inception,Romance,French,2007,108,Martin Scorsese,Amazing movie with great visuals and storyline,4,Positive,103,1
705,134,Titanic,Thriller,French,2010,134,James Cameron,"Movie was okay, nothing special",4,Neutral,116,0
706,138,Avengers,Comedy,French,2005,105,Quentin Tarantino,Amazing movie with great visuals and storyline,5,Positive,159,1
707,180,Forrest Gump,Drama,French,2010,107,Quentin Tarantino,"Fantastic experience, would watch again",4,Positive,34,1
708,125,The Dark Knight,Sci-Fi,Hindi,2002,99,Steven Spielberg,"Fantastic experience, would watch again",4,Positive,163,1
709,181,Joker,Sci-Fi,Korean,2021,116,James Cameron,Did not enjoy the movie at all,2,Negative,46,0
710,114,Avatar,Drama,English,2002,119,Quentin Tarantino,Loved the acting and direction,5,Positive,91,1
711,125,Avatar,Romance,Hindi,1995,113,Steven Spielberg,"Fantastic experience, would watch again",5,Positive,39,1
712,200,Inception,Action,English,2005,157,Steven Spielberg,Average storyline but decent acting,4,Neutral,154,0
713,150,Avatar,Drama,English,2013,174,Martin Scorsese,Did not enjoy the movie at all,2,Negative,53,0
714,130,Gladiator,Action,Korean,2005,154,Quentin Tarantino,"Waste of time, disappointing movie",2,Negative,53,0
715,118,Titanic,Drama,Hindi,2003,136,Quentin Tarantino,Poor acting and weak storyline,2,Negative,85,0
716,147,Titanic,Romance,French,2008,140,James Cameron,Amazing movie with great visuals and storyline,5,Positive,166,1
717,191,The Dark Knight,Romance,English,2015,157,Christopher Nolan,Poor acting and weak storyline,2,Negative,151,0
718,170,Avengers,Romance,Korean,2023,167,Christopher Nolan,Very boring and predictable plot,1,Negative,94,0
719,150,Interstellar,Romance,English,2024,176,James Cameron,Average storyline but decent acting,3,Neutral,32,1
720,198,Avengers,Action,Korean,2022,90,Quentin Tarantino,Loved the acting and direction,5,Positive,111,1
721,112,Avatar,Comedy,Korean,2011,88,Steven Spielberg,"Fantastic experience, would watch again",5,Positive,138,1
722,197,Inception,Comedy,Hindi,2015,136,James Cameron,"Outstanding movie, highly recommended",5,Positive,37,1
723,173,Titanic,Action,Hindi,2002,146,James Cameron,Loved the acting and direction,5,Positive,110,1
724,161,Avatar,Romance,Hindi,2016,155,Steven Spielberg,Did not enjoy the movie at all,2,Negative,145,0
725,123,Avengers,Sci-Fi,French,2002,82,Christopher Nolan,Average storyline but decent acting,2,Neutral,124,1
726,125,Interstellar,Comedy,Hindi,1996,131,Martin Scorsese,Poor acting and weak storyline,1,Negative,148,0
727,147,Avatar,Thriller,English,1995,171,Martin Scorsese,"Outstanding movie, highly recommended",4,Positive,52,1
728,128,Joker,Drama,Korean,2004,175,Quentin Tarantino,"Fantastic experience, would watch again",5,Positive,60,1
729,136,Joker,Sci-Fi,Hindi,2008,98,Christopher Nolan,"Fantastic experience, would watch again",4,Positive,85,1
730,131,The Dark Knight,Thriller,Spanish,1997,81,Quentin Tarantino,"Outstanding movie, highly recommended",4,Positive,145,1
731,191,Avengers,Comedy,Spanish,2018,156,Steven Spielberg,"Outstanding movie, highly recommended",5,Positive,84,1
732,130,Parasite,Romance,French,2016,156,Christopher Nolan,Amazing movie with great visuals and storyline,4,Positive,115,1
733,185,The Dark Knight,Drama,French,1996,154,James Cameron,"Fantastic experience, would watch again",5,Positive,131,1
734,116,Titanic,Romance,French,2008,98,Steven Spielberg,"Fantastic experience, would watch again",5,Positive,149,1
735,135,The Dark Knight,Sci-Fi,Korean,2023,113,Martin Scorsese,Amazing movie with great visuals and storyline,4,Positive,157,1
736,121,The Dark Knight,Comedy,Spanish,2019,99,Martin Scorsese,"Waste of time, disappointing movie",2,Negative,141,0
737,119,Inception,Drama,Hindi,1996,140,Steven Spielberg,Did not enjoy the movie at all,1,Negative,78,0
738,163,Inception,Sci-Fi,Korean,2017,151,Quentin Tarantino,"Fantastic experience, would watch again",5,Positive,59,1
739,144,Titanic,Drama,Korean,2000,101,Martin Scorsese,Amazing movie with great visuals and storyline,4,Positive,61,1
